Player,Year,Team,Stat,Value-Stat
Khris Middleton,2016,MIL,FT,3.5
Stephen Curry,2016,GSW,STL,2.1
Ricky Rubio,2016,MIN,STL,2.1
Chris Paul,2016,LAC,STL,2.1
Paul George,2016,IND,STL,1.9
John Wall,2016,WAS,STL,1.9
Kawhi Leonard,2016,SAS,STL,1.8
Tony Allen,2016,MEM,STL,1.7
Khris Middleton,2016,MIL,STL,1.7
Kemba Walker,2016,CHO,STL,1.6
Marcus Smart,2016,BOS,STL,1.5
Draymond Green,2016,GSW,STL,1.5
Kentavious Caldwell-Pope,2016,DET,STL,1.4
LeBron James,2016,CLE,STL,1.4
Jrue Holiday,2016,NOP,STL,1.4
Anthony Davis,2016,NOP,STL,1.3
Hassan Whiteside,2016,MIA,BLK,3.7
Rudy Gobert,2016,UTA,BLK,2.2
Anthony Davis,2016,NOP,BLK,2.0
Karl-Anthony Towns,2016,MIN,BLK,1.7
Brook Lopez,2016,BRK,BLK,1.7
Dwight Howard,2016,HOU,BLK,1.6
Robin Lopez,2016,NYK,BLK,1.6
Al Horford,2016,ATL,BLK,1.5
Draymond Green,2016,GSW,BLK,1.4
Giannis Antetokounmpo,2016,MIL,BLK,1.4
Myles Turner,2016,IND,BLK,1.4
Tim Duncan,2016,SAS,BLK,1.3
Clint Capela,2016,HOU,BLK,1.2
Ian Mahinmi,2016,IND,BLK,1.1
Steven Adams,2016,OKC,BLK,1.1
Stephen Curry,2016,GSW,3P,5.1
Klay Thompson,2016,GSW,3P,3.5
Damian Lillard,2016,POR,3P,3.1
Paul George,2016,IND,3P,2.6
Mirza Teletović,2016,PHO,3P,2.3
Kemba Walker,2016,CHO,3P,2.2
Kobe Bryant,2016,LAL,3P,2.0
Bradley Beal,2016,WAS,3P,1.9
Kawhi Leonard,2016,SAS,3P,1.8
Khris Middleton,2016,MIL,3P,1.8
Dirk Nowitzki,2016,DAL,3P,1.7
Chandler Parsons,2016,DAL,3P,1.7
Chris Paul,2016,LAC,3P,1.6
Chris Bosh,2016,MIA,3P,1.5
John Wall,2016,WAS,3P,1.5
Jamal Murray,2017,DEN,PTS,9.9
E'Twaun Moore,2017,NOP,PTS,9.6
Michael Beasley,2017,MIL,PTS,9.4
Brandon Ingram,2017,LAL,PTS,9.4
Tony Allen,2017,MEM,PTS,9.1
Rondae Hollis-Jefferson,2017,BRK,PTS,8.7
Joe Harris,2017,BRK,PTS,8.2
Al Jefferson,2017,IND,PTS,8.1
Andre Iguodala,2017,GSW,PTS,7.6
Manu Ginóbili,2017,SAS,PTS,7.5
Isaiah Whitehead,2017,BRK,PTS,7.4
Tyler Ulis,2017,PHO,PTS,7.3
Joe Ingles,2017,UTA,PTS,7.1
T.J. McConnell,2017,PHI,PTS,6.9
Jaylen Brown,2017,BOS,PTS,6.6
Chris Paul,2017,LAC,AST,9.2
Ricky Rubio,2017,MIN,AST,9.1
LeBron James,2017,CLE,AST,8.7
Jrue Holiday,2017,NOP,AST,7.3
Draymond Green,2017,GSW,AST,7.0
Stephen Curry,2017,GSW,AST,6.6
T.J. McConnell,2017,PHI,AST,6.6
Damian Lillard,2017,POR,AST,5.9
Kemba Walker,2017,CHO,AST,5.5
Giannis Antetokounmpo,2017,MIL,AST,5.4
Al Horford,2017,BOS,AST,5.0
Nikola Jokić,2017,DEN,AST,4.9
Marcus Smart,2017,BOS,AST,4.6
Darren Collison,2017,SAC,AST,4.6
Tony Parker,2017,SAS,AST,4.5
Anthony Davis,2017,NOP,DRB,9.5
Rudy Gobert,2017,UTA,DRB,8.9
Dwight Howard,2017,ATL,DRB,8.7
Karl-Anthony Towns,2017,MIN,DRB,8.7
LeBron James,2017,CLE,DRB,7.3
Giannis Antetokounmpo,2017,MIL,DRB,7.0
Nikola Jokić,2017,DEN,DRB,6.9
Julius Randle,2017,LAL,DRB,6.6
Draymond Green,2017,GSW,DRB,6.6
Dirk Nowitzki,2017,DAL,DRB,6.1
Paul George,2017,IND,DRB,5.8
Myles Turner,2017,IND,DRB,5.6
Al Horford,2017,BOS,DRB,5.4
Clint Capela,2017,HOU,DRB,5.4
Kawhi Leonard,2017,SAS,DRB,4.7
Dwight Howard,2017,ATL,ORB,4.0
Rudy Gobert,2017,UTA,ORB,3.9
Hassan Whiteside,2017,MIA,ORB,3.8
Karl-Anthony Towns,2017,MIN,ORB,3.6
Steven Adams,2017,OKC,ORB,3.5
Robin Lopez,2017,CHI,ORB,3.0
Nikola Jokić,2017,DEN,ORB,2.9
Clint Capela,2017,HOU,ORB,2.7
Tony Allen,2017,MEM,ORB,2.3
Anthony Davis,2017,NOP,ORB,2.3
Cody Zeller,2017,CHO,ORB,2.2
Zaza Pachulia,2017,GSW,ORB,2.0
Kyle O'Quinn,2017,NYK,ORB,2.0
Julius Randle,2017,LAL,ORB,2.0
Cristiano Felício,2017,CHI,ORB,1.9
DeMar DeRozan,2017,TOR,FT,7.4
Anthony Davis,2017,NOP,FT,6.9
Damian Lillard,2017,POR,FT,6.5
Kawhi Leonard,2017,SAS,FT,6.3
Giannis Antetokounmpo,2017,MIL,FT,5.9
John Wall,2017,WAS,FT,5.4
LeBron James,2017,CLE,FT,4.8
Devin Booker,2017,PHO,FT,4.7
Paul George,2017,IND,FT,4.5
Karl-Anthony Towns,2017,MIN,FT,4.3
Stephen Curry,2017,GSW,FT,4.1
Brook Lopez,2017,BRK,FT,3.9
Chris Paul,2017,LAC,FT,3.8
Rudy Gobert,2017,UTA,FT,3.8
Kemba Walker,2017,CHO,FT,3.8
Chris Paul,2017,LAC,STL,2.0
Draymond Green,2017,GSW,STL,2.0
John Wall,2017,WAS,STL,2.0
Kawhi Leonard,2017,SAS,STL,1.8
Stephen Curry,2017,GSW,STL,1.8
T.J. McConnell,2017,PHI,STL,1.7
Ricky Rubio,2017,MIN,STL,1.7
Tony Allen,2017,MEM,STL,1.6
Marcus Smart,2017,BOS,STL,1.6
Paul George,2017,IND,STL,1.6
Giannis Antetokounmpo,2017,MIL,STL,1.6
Jrue Holiday,2017,NOP,STL,1.5
Anthony Davis,2017,NOP,STL,1.3
Joe Ingles,2017,UTA,STL,1.2
Manu Ginóbili,2017,SAS,STL,1.2
Rudy Gobert,2017,UTA,BLK,2.6
Anthony Davis,2017,NOP,BLK,2.2
Myles Turner,2017,IND,BLK,2.1
Hassan Whiteside,2017,MIA,BLK,2.1
Giannis Antetokounmpo,2017,MIL,BLK,1.9
Brook Lopez,2017,BRK,BLK,1.7
Lucas Nogueira,2017,TOR,BLK,1.6
Robin Lopez,2017,CHI,BLK,1.4
Draymond Green,2017,GSW,BLK,1.4
Al Horford,2017,BOS,BLK,1.3
Kyle O'Quinn,2017,NYK,BLK,1.3
Karl-Anthony Towns,2017,MIN,BLK,1.3
Clint Capela,2017,HOU,BLK,1.2
Dwight Howard,2017,ATL,BLK,1.2
Steven Adams,2017,OKC,BLK,1.0
Stephen Curry,2017,GSW,3P,4.1
Klay Thompson,2017,GSW,3P,3.4
Kemba Walker,2017,CHO,3P,3.0
Damian Lillard,2017,POR,3P,2.9
Bradley Beal,2017,WAS,3P,2.9
Paul George,2017,IND,3P,2.6
Kentavious Caldwell-Pope,2017,DET,3P,2.0
Chris Paul,2017,LAC,3P,2.0
Kawhi Leonard,2017,SAS,3P,2.0
Devin Booker,2017,PHO,3P,1.9
Brook Lopez,2017,BRK,3P,1.8
LeBron James,2017,CLE,3P,1.7
Joe Harris,2017,BRK,3P,1.6
Jrue Holiday,2017,NOP,3P,1.5
Mirza Teletović,2017,MIL,3P,1.5
Mario Hezonja,2018,ORL,PTS,9.6
Manu Ginóbili,2018,SAS,PTS,8.9
Fred VanVleet,2018,TOR,PTS,8.6
Jerian Grant,2018,CHI,PTS,8.4
Dejounte Murray,2018,SAS,PTS,8.1
Frank Mason III,2018,SAC,PTS,7.9
David Nwaba,2018,CHI,PTS,7.9
Kyle Anderson,2018,SAS,PTS,7.9
Darius Miller,2018,NOP,PTS,7.8
Tyler Ulis,2018,PHO,PTS,7.8
Jarell Martin,2018,MEM,PTS,7.7
Tony Parker,2018,SAS,PTS,7.7
Kyle O'Quinn,2018,NYK,PTS,7.1
Bam Adebayo,2018,MIA,PTS,6.9
David West,2018,GSW,PTS,6.8
LeBron James,2018,CLE,AST,9.1
Ben Simmons,2018,PHI,AST,8.2
Chris Paul,2018,HOU,AST,7.9
Draymond Green,2018,GSW,AST,7.3
Lonzo Ball,2018,LAL,AST,7.2
Damian Lillard,2018,POR,AST,6.6
J.J. Barea,2018,DAL,AST,6.3
Stephen Curry,2018,GSW,AST,6.1
Nikola Jokić,2018,DEN,AST,6.1
Kris Dunn,2018,CHI,AST,6.0
Jrue Holiday,2018,NOP,AST,6.0
Kemba Walker,2018,CHO,AST,5.6
Ricky Rubio,2018,UTA,AST,5.3
Darren Collison,2018,IND,AST,5.3
DeMar DeRozan,2018,TOR,AST,5.2
Karl-Anthony Towns,2018,MIN,DRB,9.4
Dwight Howard,2018,CHO,DRB,9.3
Joel Embiid,2018,PHI,DRB,8.7
Anthony Davis,2018,NOP,DRB,8.6
Hassan Whiteside,2018,MIA,DRB,8.2
Nikola Jokić,2018,DEN,DRB,8.1
Giannis Antetokounmpo,2018,MIL,DRB,8.0
Rudy Gobert,2018,UTA,DRB,7.8
Clint Capela,2018,HOU,DRB,7.6
LeBron James,2018,CLE,DRB,7.5
Draymond Green,2018,GSW,DRB,6.6
Lauri Markkanen,2018,CHI,DRB,6.3
Ben Simmons,2018,PHI,DRB,6.3
Al Horford,2018,BOS,DRB,5.9
Julius Randle,2018,LAL,DRB,5.8
Steven Adams,2018,OKC,ORB,5.1
Clint Capela,2018,HOU,ORB,3.3
Hassan Whiteside,2018,MIA,ORB,3.2
Dwight Howard,2018,CHO,ORB,3.1
Karl-Anthony Towns,2018,MIN,ORB,2.9
Rudy Gobert,2018,UTA,ORB,2.9
Nikola Jokić,2018,DEN,ORB,2.6
Anthony Davis,2018,NOP,ORB,2.5
John Collins,2018,ATL,ORB,2.4
Joel Embiid,2018,PHI,ORB,2.3
Julius Randle,2018,LAL,ORB,2.2
Giannis Antetokounmpo,2018,MIL,ORB,2.1
Robin Lopez,2018,CHI,ORB,2.1
Ben Simmons,2018,PHI,ORB,1.8
Ian Mahinmi,2018,WAS,ORB,1.8
Damian Lillard,2018,POR,FT,6.8
Anthony Davis,2018,NOP,FT,6.6
Giannis Antetokounmpo,2018,MIL,FT,6.5
DeMar DeRozan,2018,TOR,FT,5.8
Joel Embiid,2018,PHI,FT,5.7
Stephen Curry,2018,GSW,FT,5.5
Devin Booker,2018,PHO,FT,5.4
LeBron James,2018,CLE,FT,4.7
Kemba Walker,2018,CHO,FT,4.5
Paul George,2018,OKC,FT,4.3
Karl-Anthony Towns,2018,MIN,FT,4.2
Dwight Howard,2018,CHO,FT,4.1
Khris Middleton,2018,MIL,FT,3.9
Rondae Hollis-Jefferson,2018,BRK,FT,3.7
Julius Randle,2018,LAL,FT,3.7
Paul George,2018,OKC,STL,2.0
Kris Dunn,2018,CHI,STL,2.0
Chris Paul,2018,HOU,STL,1.7
Lonzo Ball,2018,LAL,STL,1.7
Ben Simmons,2018,PHI,STL,1.7
Ricky Rubio,2018,UTA,STL,1.6
Kyle Anderson,2018,SAS,STL,1.6
Stephen Curry,2018,GSW,STL,1.6
Jrue Holiday,2018,NOP,STL,1.5
Khris Middleton,2018,MIL,STL,1.5
Donovan Mitchell,2018,UTA,STL,1.5
Anthony Davis,2018,NOP,STL,1.5
Giannis Antetokounmpo,2018,MIL,STL,1.5
Draymond Green,2018,GSW,STL,1.4
LeBron James,2018,CLE,STL,1.4
Anthony Davis,2018,NOP,BLK,2.6
Rudy Gobert,2018,UTA,BLK,2.3
Clint Capela,2018,HOU,BLK,1.9
Joel Embiid,2018,PHI,BLK,1.8
Myles Turner,2018,IND,BLK,1.8
Hassan Whiteside,2018,MIA,BLK,1.7
Dwight Howard,2018,CHO,BLK,1.6
Giannis Antetokounmpo,2018,MIL,BLK,1.4
Karl-Anthony Towns,2018,MIN,BLK,1.4
Draymond Green,2018,GSW,BLK,1.3
Kyle O'Quinn,2018,NYK,BLK,1.3
Brook Lopez,2018,LAL,BLK,1.3
Salah Mejri,2018,DAL,BLK,1.1
John Collins,2018,ATL,BLK,1.1
Al Horford,2018,BOS,BLK,1.1
Stephen Curry,2018,GSW,3P,4.2
Damian Lillard,2018,POR,3P,3.1
Klay Thompson,2018,GSW,3P,3.1
Paul George,2018,OKC,3P,3.1
Kemba Walker,2018,CHO,3P,2.9
Devin Booker,2018,PHO,3P,2.7
Chris Paul,2018,HOU,3P,2.5
Joe Ingles,2018,UTA,3P,2.5
Donovan Mitchell,2018,UTA,3P,2.4
Bradley Beal,2018,WAS,3P,2.4
Kentavious Caldwell-Pope,2018,LAL,3P,2.1
Lauri Markkanen,2018,CHI,3P,2.1
Kyle Kuzma,2018,LAL,3P,2.1
Jamal Murray,2018,DEN,3P,2.0
Joe Harris,2018,BRK,3P,1.9
Kevin Huerter,2019,ATL,PTS,9.7
Jonathan Isaac,2019,ORL,PTS,9.6
Robin Lopez,2019,CHI,PTS,9.5
Tony Parker,2019,CHO,PTS,9.5
Jalen Brunson,2019,DAL,PTS,9.3
Bam Adebayo,2019,MIA,PTS,8.9
Rondae Hollis-Jefferson,2019,BRK,PTS,8.9
Malik Monk,2019,CHO,PTS,8.9
Marcus Smart,2019,BOS,PTS,8.9
Mario Hezonja,2019,NYK,PTS,8.8
Darius Miller,2019,NOP,PTS,8.2
Frank Jackson,2019,NOP,PTS,8.1
Ante Žižić,2019,CLE,PTS,7.8
Josh Okogie,2019,MIN,PTS,7.7
Jake Layman,2019,POR,PTS,7.6
LeBron James,2019,LAL,AST,8.3
Chris Paul,2019,HOU,AST,8.2
Trae Young,2019,ATL,AST,8.1
Ben Simmons,2019,PHI,AST,7.7
Jrue Holiday,2019,NOP,AST,7.7
Nikola Jokić,2019,DEN,AST,7.3
De'Aaron Fox,2019,SAC,AST,7.3
Draymond Green,2019,GSW,AST,6.9
Damian Lillard,2019,POR,AST,6.9
Devin Booker,2019,PHO,AST,6.8
DeMar DeRozan,2019,SAS,AST,6.2
Ricky Rubio,2019,UTA,AST,6.1
Luka Dončić,2019,DAL,AST,6.0
Darren Collison,2019,IND,AST,6.0
Kemba Walker,2019,CHO,AST,5.9
Rudy Gobert,2019,UTA,DRB,9.0
Karl-Anthony Towns,2019,MIN,DRB,9.0
Anthony Davis,2019,NOP,DRB,8.9
Clint Capela,2019,HOU,DRB,8.2
Nikola Jokić,2019,DEN,DRB,8.0
Hassan Whiteside,2019,MIA,DRB,7.8
Lauri Markkanen,2019,CHI,DRB,7.6
LeBron James,2019,LAL,DRB,7.4
Deandre Ayton,2019,PHO,DRB,7.1
Paul George,2019,OKC,DRB,6.8
Luka Dončić,2019,DAL,DRB,6.6
Ben Simmons,2019,PHI,DRB,6.6
Julius Randle,2019,NOP,DRB,6.5
Draymond Green,2019,GSW,DRB,6.4
John Collins,2019,ATL,DRB,6.2
Steven Adams,2019,OKC,ORB,4.9
Clint Capela,2019,HOU,ORB,4.4
Rudy Gobert,2019,UTA,ORB,3.8
Hassan Whiteside,2019,MIA,ORB,3.6
John Collins,2019,ATL,ORB,3.6
Karl-Anthony Towns,2019,MIN,ORB,3.4
Deandre Ayton,2019,PHO,ORB,3.1
Anthony Davis,2019,NOP,ORB,3.1
Nikola Jokić,2019,DEN,ORB,2.9
Mitchell Robinson,2019,NYK,ORB,2.7
Joel Embiid,2019,PHI,ORB,2.5
Kevon Looney,2019,GSW,ORB,2.4
Ben Simmons,2019,PHI,ORB,2.2
Julius Randle,2019,NOP,ORB,2.2
Giannis Antetokounmpo,2019,MIL,ORB,2.2
Joel Embiid,2019,PHI,FT,8.2
Giannis Antetokounmpo,2019,MIL,FT,6.9
Devin Booker,2019,PHO,FT,6.1
Kawhi Leonard,2019,TOR,FT,6.1
Anthony Davis,2019,NOP,FT,6.1
Paul George,2019,OKC,FT,5.9
Damian Lillard,2019,POR,FT,5.9
LeBron James,2019,LAL,FT,5.1
Zach LaVine,2019,CHI,FT,5.0
Karl-Anthony Towns,2019,MIN,FT,4.9
Julius Randle,2019,NOP,FT,4.9
DeMar DeRozan,2019,SAS,FT,4.8
Luka Dončić,2019,DAL,FT,4.8
Kemba Walker,2019,CHO,FT,4.6
Bradley Beal,2019,WAS,FT,4.4
Paul George,2019,OKC,STL,2.2
Chris Paul,2019,HOU,STL,2.0
Marcus Smart,2019,BOS,STL,1.8
Kawhi Leonard,2019,TOR,STL,1.8
Jrue Holiday,2019,NOP,STL,1.6
Anthony Davis,2019,NOP,STL,1.6
De'Aaron Fox,2019,SAC,STL,1.6
Steven Adams,2019,OKC,STL,1.5
Bradley Beal,2019,WAS,STL,1.5
De'Anthony Melton,2019,PHO,STL,1.4
Draymond Green,2019,GSW,STL,1.4
Ben Simmons,2019,PHI,STL,1.4
Nikola Jokić,2019,DEN,STL,1.4
Darren Collison,2019,IND,STL,1.4
Donovan Mitchell,2019,UTA,STL,1.4
Myles Turner,2019,IND,BLK,2.7
Anthony Davis,2019,NOP,BLK,2.4
Mitchell Robinson,2019,NYK,BLK,2.4
Rudy Gobert,2019,UTA,BLK,2.3
Brook Lopez,2019,MIL,BLK,2.2
Hassan Whiteside,2019,MIA,BLK,1.9
Joel Embiid,2019,PHI,BLK,1.9
Karl-Anthony Towns,2019,MIN,BLK,1.6
Clint Capela,2019,HOU,BLK,1.5
Giannis Antetokounmpo,2019,MIL,BLK,1.5
Jaren Jackson Jr.,2019,MEM,BLK,1.4
Al Horford,2019,BOS,BLK,1.3
Jonathan Isaac,2019,ORL,BLK,1.3
Robin Lopez,2019,CHI,BLK,1.1
Maxi Kleber,2019,DAL,BLK,1.1
Stephen Curry,2019,GSW,3P,5.1
Paul George,2019,OKC,3P,3.8
Kemba Walker,2019,CHO,3P,3.2
Klay Thompson,2019,GSW,3P,3.1
Damian Lillard,2019,POR,3P,3.0
Bradley Beal,2019,WAS,3P,2.5
Donovan Mitchell,2019,UTA,3P,2.4
Joe Harris,2019,BRK,3P,2.4
Brook Lopez,2019,MIL,3P,2.3
Khris Middleton,2019,MIL,3P,2.3
Joe Ingles,2019,UTA,3P,2.3
Luka Dončić,2019,DAL,3P,2.3
Lauri Markkanen,2019,CHI,3P,2.3
Chris Paul,2019,HOU,3P,2.2
Devin Booker,2019,PHO,3P,2.1
Joe Ingles,2020,UTA,PTS,9.8
Furkan Korkmaz,2020,PHI,PTS,9.8
Mitchell Robinson,2020,NYK,PTS,9.7
Kentavious Caldwell-Pope,2020,LAL,PTS,9.3
Michael Porter Jr.,2020,DEN,PTS,9.3
Jarrett Culver,2020,MIN,PTS,9.2
Maxi Kleber,2020,DAL,PTS,9.1
Jordan Poole,2020,GSW,PTS,8.8
Josh Okogie,2020,MIN,PTS,8.6
E'Twaun Moore,2020,NOP,PTS,8.3
Anfernee Simons,2020,POR,PTS,8.3
Jalen Brunson,2020,DAL,PTS,8.2
De'Anthony Melton,2020,MEM,PTS,7.6
Dwight Howard,2020,LAL,PTS,7.5
Jaxson Hayes,2020,NOP,PTS,7.4
Trae Young,2020,ATL,AST,9.3
Ricky Rubio,2020,PHO,AST,8.8
Luka Dončić,2020,DAL,AST,8.8
Damian Lillard,2020,POR,AST,8.0
Ben Simmons,2020,PHI,AST,8.0
Ja Morant,2020,MEM,AST,7.3
Malcolm Brogdon,2020,IND,AST,7.1
Lonzo Ball,2020,NOP,AST,7.0
Nikola Jokić,2020,DEN,AST,7.0
De'Aaron Fox,2020,SAC,AST,6.8
Chris Paul,2020,OKC,AST,6.7
Jrue Holiday,2020,NOP,AST,6.7
Fred VanVleet,2020,TOR,AST,6.6
Devin Booker,2020,PHO,AST,6.5
Bradley Beal,2020,WAS,AST,6.1
Hassan Whiteside,2020,POR,DRB,9.7
Joel Embiid,2020,PHI,DRB,8.9
Luka Dončić,2020,DAL,DRB,8.1
Bam Adebayo,2020,MIA,DRB,7.8
Nikola Jokić,2020,DEN,DRB,7.5
Julius Randle,2020,NYK,DRB,7.4
Anthony Davis,2020,LAL,DRB,7.0
LeBron James,2020,LAL,DRB,6.9
Kawhi Leonard,2020,LAC,DRB,6.1
Steven Adams,2020,OKC,DRB,6.0
Jayson Tatum,2020,BOS,DRB,6.0
Ben Simmons,2020,PHI,DRB,5.8
Khris Middleton,2020,MIL,DRB,5.5
Brandon Ingram,2020,NOP,DRB,5.3
Jaylen Brown,2020,BOS,DRB,5.3
Hassan Whiteside,2020,POR,ORB,3.9
Rudy Gobert,2020,UTA,ORB,3.4
Steven Adams,2020,OKC,ORB,3.3
Mitchell Robinson,2020,NYK,ORB,3.0
Joel Embiid,2020,PHI,ORB,2.8
Cody Zeller,2020,CHO,ORB,2.8
Dwight Howard,2020,LAL,ORB,2.5
Julius Randle,2020,NYK,ORB,2.4
Bam Adebayo,2020,MIA,ORB,2.4
Anthony Davis,2020,LAL,ORB,2.3
Nikola Jokić,2020,DEN,ORB,2.3
Giannis Antetokounmpo,2020,MIL,ORB,2.2
Ben Simmons,2020,PHI,ORB,2.0
Rondae Hollis-Jefferson,2020,TOR,ORB,1.8
Chris Boucher,2020,TOR,ORB,1.7
Trae Young,2020,ATL,FT,8.0
Anthony Davis,2020,LAL,FT,7.2
Damian Lillard,2020,POR,FT,7.0
Luka Dončić,2020,DAL,FT,7.0
Joel Embiid,2020,PHI,FT,6.9
Bradley Beal,2020,WAS,FT,6.8
Devin Booker,2020,PHO,FT,6.7
Giannis Antetokounmpo,2020,MIL,FT,6.3
Kawhi Leonard,2020,LAC,FT,6.2
DeMar DeRozan,2020,SAS,FT,5.6
Brandon Ingram,2020,NOP,FT,5.0
De'Aaron Fox,2020,SAC,FT,4.7
Zach LaVine,2020,CHI,FT,4.5
Shai Gilgeous-Alexander,2020,OKC,FT,4.1
Donovan Mitchell,2020,UTA,FT,4.0
Ben Simmons,2020,PHI,STL,2.1
Kris Dunn,2020,CHI,STL,2.0
Fred VanVleet,2020,TOR,STL,1.9
Kawhi Leonard,2020,LAC,STL,1.8
Dejounte Murray,2020,SAS,STL,1.7
Marcus Smart,2020,BOS,STL,1.7
Chris Paul,2020,OKC,STL,1.6
Jrue Holiday,2020,NOP,STL,1.6
De'Aaron Fox,2020,SAC,STL,1.5
Zach LaVine,2020,CHI,STL,1.5
Anthony Davis,2020,LAL,STL,1.5
Lonzo Ball,2020,NOP,STL,1.4
Jayson Tatum,2020,BOS,STL,1.4
Ricky Rubio,2020,PHO,STL,1.4
Markelle Fultz,2020,ORL,STL,1.3
Hassan Whiteside,2020,POR,BLK,2.9
Brook Lopez,2020,MIL,BLK,2.4
Anthony Davis,2020,LAL,BLK,2.3
Myles Turner,2020,IND,BLK,2.1
Mitchell Robinson,2020,NYK,BLK,2.0
Rudy Gobert,2020,UTA,BLK,2.0
Jaren Jackson Jr.,2020,MEM,BLK,1.6
Bam Adebayo,2020,MIA,BLK,1.3
Joel Embiid,2020,PHI,BLK,1.3
Steven Adams,2020,OKC,BLK,1.1
Maxi Kleber,2020,DAL,BLK,1.1
Dwight Howard,2020,LAL,BLK,1.1
Chris Boucher,2020,TOR,BLK,1.0
Giannis Antetokounmpo,2020,MIL,BLK,1.0
Jayson Tatum,2020,BOS,BLK,0.9
Damian Lillard,2020,POR,3P,4.1
Duncan Robinson,2020,MIA,3P,3.7
Trae Young,2020,ATL,3P,3.4
Kemba Walker,2020,BOS,3P,3.2
Zach LaVine,2020,CHI,3P,3.1
Bradley Beal,2020,WAS,3P,3.0
Jayson Tatum,2020,BOS,3P,2.9
Luka Dončić,2020,DAL,3P,2.8
Bogdan Bogdanović,2020,SAC,3P,2.7
Fred VanVleet,2020,TOR,3P,2.7
Donovan Mitchell,2020,UTA,3P,2.5
Jaren Jackson Jr.,2020,MEM,3P,2.5
Joe Harris,2020,BRK,3P,2.5
Brandon Ingram,2020,NOP,3P,2.4
Khris Middleton,2020,MIL,3P,2.4
Kentavious Caldwell-Pope,2021,LAL,PTS,9.7
Isaac Okoro,2021,CLE,PTS,9.6
Patrick Williams,2021,CHI,PTS,9.2
Desmond Bane,2021,MEM,PTS,9.2
Furkan Korkmaz,2021,PHI,PTS,9.1
De'Anthony Melton,2021,MEM,PTS,9.1
Talen Horton-Tucker,2021,LAL,PTS,9.0
Robin Lopez,2021,WAS,PTS,9.0
Raul Neto,2021,WAS,PTS,8.7
Isaiah Roby,2021,OKC,PTS,8.7
T.J. McConnell,2021,IND,PTS,8.6
Ricky Rubio,2021,MIN,PTS,8.6
Sterling Brown,2021,HOU,PTS,8.2
Tyrese Maxey,2021,PHI,PTS,8.0
Kenrich Williams,2021,OKC,PTS,8.0
Trae Young,2021,ATL,AST,9.4
Draymond Green,2021,GSW,AST,8.9
Chris Paul,2021,PHO,AST,8.9
Luka Dončić,2021,DAL,AST,8.6
Nikola Jokić,2021,DEN,AST,8.3
Damian Lillard,2021,POR,AST,7.5
Ja Morant,2021,MEM,AST,7.4
De'Aaron Fox,2021,SAC,AST,7.2
DeMar DeRozan,2021,SAS,AST,6.9
Ben Simmons,2021,PHI,AST,6.9
T.J. McConnell,2021,IND,AST,6.6
Ricky Rubio,2021,MIN,AST,6.4
Fred VanVleet,2021,TOR,AST,6.3
Jrue Holiday,2021,MIL,AST,6.1
LaMelo Ball,2021,CHO,AST,6.1
Clint Capela,2021,ATL,DRB,9.6
Giannis Antetokounmpo,2021,MIL,DRB,9.4
Julius Randle,2021,NYK,DRB,9.0
Joel Embiid,2021,PHI,DRB,8.4
Nikola Jokić,2021,DEN,DRB,8.0
Karl-Anthony Towns,2021,MIN,DRB,7.9
Luka Dončić,2021,DAL,DRB,7.2
Deandre Ayton,2021,PHO,DRB,7.2
Bam Adebayo,2021,MIA,DRB,6.7
Jayson Tatum,2021,BOS,DRB,6.6
Draymond Green,2021,GSW,DRB,6.3
Dejounte Murray,2021,SAS,DRB,6.2
Paul George,2021,LAC,DRB,5.8
Michael Porter Jr.,2021,DEN,DRB,5.8
Dwight Howard,2021,PHI,DRB,5.7
Clint Capela,2021,ATL,ORB,4.7
Steven Adams,2021,NOP,ORB,3.7
Rudy Gobert,2021,UTA,ORB,3.4
Deandre Ayton,2021,PHO,ORB,3.3
Dwight Howard,2021,PHI,ORB,2.8
Nikola Jokić,2021,DEN,ORB,2.8
Karl-Anthony Towns,2021,MIN,ORB,2.7
Zion Williamson,2021,NOP,ORB,2.7
Robert Williams,2021,BOS,ORB,2.6
Isaiah Stewart,2021,DET,ORB,2.3
Bam Adebayo,2021,MIA,ORB,2.2
Joel Embiid,2021,PHI,ORB,2.2
Chris Boucher,2021,TOR,ORB,2.0
Robin Lopez,2021,WAS,ORB,2.0
Kevon Looney,2021,GSW,ORB,1.9
Joel Embiid,2021,PHI,FT,9.2
Trae Young,2021,ATL,FT,7.7
Bradley Beal,2021,WAS,FT,6.8
Damian Lillard,2021,POR,FT,6.7
Giannis Antetokounmpo,2021,MIL,FT,6.5
DeMar DeRozan,2021,SAS,FT,6.3
Zion Williamson,2021,NOP,FT,6.0
Stephen Curry,2021,GSW,FT,5.7
Karl-Anthony Towns,2021,MIN,FT,5.3
Luka Dončić,2021,DAL,FT,5.2
Collin Sexton,2021,CLE,FT,5.2
De'Aaron Fox,2021,SAC,FT,5.2
Devin Booker,2021,PHO,FT,5.1
Kawhi Leonard,2021,LAC,FT,5.0
Donovan Mitchell,2021,UTA,FT,5.0
T.J. McConnell,2021,IND,STL,1.9
Draymond Green,2021,GSW,STL,1.7
Fred VanVleet,2021,TOR,STL,1.7
Ben Simmons,2021,PHI,STL,1.6
Jrue Holiday,2021,MIL,STL,1.6
LaMelo Ball,2021,CHO,STL,1.6
Kawhi Leonard,2021,LAC,STL,1.6
